instance_id,jobs,machines,complexity_0_1,category,s_iforest,s_lof,s_knn,s_km,complexity_prior_0_1,complexity_unsupervised_0_1,complexity_supervised_0_1,cv_r2_mean_supervised,status,blend_w_unsup,blend_w_prior,blend_w_sup
10-10-0.pt,10,10,0.06256441050506588,easy,0.2490360521741677,0.031691660599787924,0.008971126121581045,0.9933333333333333,0.35848715033272543,0.9933333333333333,2.8461281502407223,0.9906380919768368,0.0,0.35,0.15,0.5
10-11-0.pt,10,11,0.06763316224233823,easy,0.195640160961609,0.031969528941814464,0.009867193173648611,0.9758333333333333,0.3709677708534326,0.9758333333333333,3.01838685340371,0.9906380919768368,0.0,0.35,0.15,0.5
10-12-0.pt,10,12,0.06499557256105577,easy,0.192001793227651,0.031962671778334895,0.011021059995641905,0.965,0.3824141247444691,0.965,2.940383533264511,0.9906380919768368,0.0,0.35,0.15,0.5
10-13-0.pt,10,13,0.07159876128075343,easy,0.21625621802755954,0.03080467460689913,0.012576774900013955,0.8670833333333333,0.39318255983233086,0.8670833333333333,3.23835896377009,0.9906380919768368,0.0,0.35,0.15,0.5
10-14-0.pt,10,14,0.06908679522389934,easy,0.14511127397504864,0.031296074437286395,0.013365550305140571,0.8045833333333333,0.40313751109471707,0.8045833333333333,3.2140101050613477,0.9906380919768368,0.0,0.35,0.15,0.5
10-15-0.pt,10,15,0.07481552228800047,easy,0.18619263826135707,0.032158870157535095,0.014655516097474957,0.92125,0.4127282495588075,0.92125,3.280962692850183,0.9906380919768368,0.0,0.35,0.15,0.5
10-16-0.pt,10,16,0.084650631492051,easy,0.15923229600379296,0.03176620050200972,0.01581238859335623,0.81,0.4215165704167643,0.81,3.694883221355989,0.9906380919768368,0.0,0.35,0.15,0.5
10-17-0.pt,10,17,0.08038769400028162,easy,0.18703096115986134,0.03335737500854034,0.01659711684989517,0.925,0.42988278778715594,0.925,3.4471019483228686,0.9906380919768368,0.0,0.35,0.15,0.5
10-18-0.pt,10,18,0.06759774739869097,easy,0.17683942372583294,0.03490219773835988,0.01716661253358093,0.555,0.43766655306784197,0.555,3.3897545469703014,0.9906380919768368,0.0,0.35,0.15,0.5
10-19-0.pt,10,19,0.08089981006292579,easy,0.16258625384801947,0.034701774497024995,0.017886094278815788,0.5258333333333334,0.44502279096820474,0.5258333333333334,3.8362390063642913,0.9906380919768368,0.0,0.35,0.15,0.5
10-2-0.pt,10,2,0.07151295193214822,easy,0.6594250695239343,0.08843130153859649,0.004755354829270744,0.955,0.174223712437981,0.955,3.2412626337651846,0.9906380919768368,0.0,0.35,0.15,0.5
10-20-0.pt,10,20,0.08648711760222197,easy,0.13329592205819799,0.03865987160328517,0.01867221252350807,0.6058333333333333,0.45226446867821807,0.6058333333333333,3.9344832742893012,0.9906380919768368,0.0,0.35,0.15,0.5
10-21-0.pt,10,21,0.0962179863023391,easy,0.1214052941186796,0.04045579771939507,0.019379543563707642,0.8754166666666666,0.45925285108790054,0.8754166666666666,3.9841803192373435,0.9906380919768368,0.0,0.35,0.15,0.5
